ccaa,year,sitting,phase,enrolled,presented,passed,mean,mean_passed,pass_pct,presentation_pct
Extremadura,2016,ordinary,specific,739,709,473,5.78,7.23,66.71,95.94
Extremadura,2017,extraordinary,pooled,153,147,71,4.39,6.45,48.3,96.08
Extremadura,2017,extraordinary,specific,153,147,71,4.39,6.45,48.3,96.08
Extremadura,2017,ordinary,pooled,875,840,520,5.44,7.05,61.9,96
Extremadura,2017,ordinary,specific,875,840,520,5.44,7.05,61.9,96
Extremadura,2018,extraordinary,pooled,151,137,24,2.62,6.56,17.52,90.73
Extremadura,2018,extraordinary,specific,151,137,24,2.62,6.56,17.52,90.73
Extremadura,2018,ordinary,pooled,938,898,585,5.88,7.5,65.14,95.74
Extremadura,2018,ordinary,specific,938,898,585,5.88,7.5,65.14,95.74
Extremadura,2019,extraordinary,pooled,132,118,32,3.27,6.22,27.12,89.39
Extremadura,2019,extraordinary,specific,132,118,32,3.27,6.22,27.12,89.39
Extremadura,2019,ordinary,pooled,887,825,588,6.39,7.82,71.27,93.01
Extremadura,2019,ordinary,specific,887,825,588,6.39,7.82,71.27,93.01
Extremadura,2020,extraordinary,pooled,71,52,24,4.22,6.67,46.15,73.24
Extremadura,2020,extraordinary,specific,71,52,24,4.22,6.67,46.15,73.24
Extremadura,2020,ordinary,pooled,952,886,689,7.02,8.3,77.77,93.07
Extremadura,2020,ordinary,specific,952,886,689,7.02,8.3,77.77,93.07
Extremadura,2021,extraordinary,pooled,101,87,52,5.75,7.48,59.77,86.14
Extremadura,2021,extraordinary,specific,101,87,52,5.75,7.48,59.77,86.14
Extremadura,2021,ordinary,pooled,979,921,813,8.03,8.75,88.27,94.08
Extremadura,2021,ordinary,specific,979,921,813,8.03,8.75,88.27,94.08
Extremadura,2022,extraordinary,pooled,133,120,72,5.11,6.98,60,90.23
Extremadura,2022,extraordinary,specific,133,120,72,5.11,6.98,60,90.23
Extremadura,2022,ordinary,pooled,1040,995,932,8.44,8.82,93.67,95.67
Extremadura,2022,ordinary,specific,1040,995,932,8.44,8.82,93.67,95.67
Extremadura,2023,extraordinary,pooled,108,101,54,5.15,7.34,53.47,93.52
Extremadura,2023,extraordinary,specific,108,101,54,5.15,7.34,53.47,93.52
Extremadura,2023,ordinary,pooled,1118,1084,1014,8.55,8.9,93.54,96.96
Extremadura,2023,ordinary,specific,1118,1084,1014,8.55,8.9,93.54,96.96
Extremadura,2024,extraordinary,pooled,158,145,53,3.75,6.41,36.55,91.77
Extremadura,2024,extraordinary,specific,158,145,53,3.75,6.41,36.55,91.77
Extremadura,2024,ordinary,pooled,1307,1255,903,6.45,7.92,71.95,96.02
Extremadura,2024,ordinary,specific,1307,1255,903,6.45,7.92,71.95,96.02
Extremadura,2025,extraordinary,pooled,144,132,55,4.18,6.91,41.67,91.67
Extremadura,2025,extraordinary,specific,144,132,55,4.18,6.91,41.67,91.67
Extremadura,2025,ordinary,pooled,1028,988,695,6.09,7.45,70.34,96.11
Extremadura,2025,ordinary,specific,1028,988,695,6.09,7.45,70.34,96.11
Galicia,2015,extraordinary,general,66,65,18,3.17,5.96,27.69,98.48
Galicia,2015,extraordinary,pooled,341,282,60,2.801,6.072,21.28,82.7
Galicia,2015,extraordinary,specific,275,217,42,2.69,6.12,19.35,78.91
Galicia,2015,ordinary,general,339,337,234,6.17,7.55,69.44,99.41
Galicia,2015,ordinary,pooled,2098,1932,1198,5.559,7.317,62.01,92.09
Galicia,2015,ordinary,specific,1759,1595,964,5.43,7.26,60.44,90.68
Galicia,2016,extraordinary,general,50,50,5,2.67,6.95,10,100
Galicia,2016,extraordinary,pooled,322,289,47,2.554,6.378,16.26,89.75
Galicia,2016,extraordinary,specific,272,239,42,2.53,6.31,17.57,87.87
Galicia,2016,ordinary,general,314,314,185,5.33,7.01,58.92,100
Galicia,2016,ordinary,pooled,2054,1906,1022,4.988,7.067,53.62,92.79
Galicia,2016,ordinary,specific,1740,1592,837,4.92,7.08,52.58,91.49
Galicia,2017,extraordinary,pooled,323,286,120,3.98,6.54,41.96,88.54
Galicia,2017,extraordinary,specific,323,286,120,3.98,6.54,41.96,88.54
Galicia,2017,ordinary,pooled,2166,1892,1016,5.01,7.19,53.7,87.35
Galicia,2017,ordinary,specific,2166,1892,1016,5.01,7.19,53.7,87.35
Galicia,2018,extraordinary,pooled,259,215,65,3.34,6.41,30.23,83.01
Galicia,2018,extraordinary,specific,259,215,65,3.34,6.41,30.23,83.01
Galicia,2018,ordinary,pooled,2376,1994,1133,5.06,7.07,56.82,83.92
Galicia,2018,ordinary,specific,2376,1994,1133,5.06,7.07,56.82,83.92
Galicia,2019,extraordinary,pooled,374,271,67,3.01,6.57,24.72,72.46
Galicia,2019,extraordinary,specific,374,271,67,3.01,6.57,24.72,72.46
Galicia,2019,ordinary,pooled,2134,1736,1053,5.22,7.02,60.66,81.35
Galicia,2019,ordinary,specific,2134,1736,1053,5.22,7.02,60.66,81.35
Galicia,2020,extraordinary,pooled,128,97,48,4.35,6.83,49.48,75.78
Galicia,2020,extraordinary,specific,128,97,48,4.35,6.83,49.48,75.78
Galicia,2020,ordinary,pooled,2424,1979,1054,4.88,7.17,53.26,81.64
Galicia,2020,ordinary,specific,2424,1979,1054,4.88,7.17,53.26,81.64
Galicia,2021,extraordinary,pooled,323,238,73,3.46,6.23,30.67,73.68
Galicia,2021,extraordinary,specific,323,238,73,3.46,6.23,30.67,73.68
Galicia,2021,ordinary,pooled,2387,2013,1228,5.35,7.18,61,84.33
Galicia,2021,ordinary,specific,2387,2013,1228,5.35,7.18,61,84.33
Galicia,2022,extraordinary,pooled,282,213,38,2.64,6.3,17.84,75.53
Galicia,2022,extraordinary,specific,282,213,38,2.64,6.3,17.84,75.53
Galicia,2022,ordinary,pooled,2287,1857,1211,5.78,7.45,65.21,81.2
Galicia,2022,ordinary,specific,2287,1857,1211,5.78,7.45,65.21,81.2
Galicia,2023,extraordinary,pooled,306,227,93,4,6.58,40.97,74.18
Galicia,2023,extraordinary,specific,306,227,93,4,6.58,40.97,74.18
Galicia,2023,ordinary,pooled,2240,1763,875,4.67,6.9,49.63,78.71
Galicia,2023,ordinary,specific,2240,1763,875,4.67,6.9,49.63,78.71
Galicia,2024,extraordinary,pooled,265,188,109,4.8,6.63,57.98,70.94
Galicia,2024,extraordinary,specific,265,188,109,4.8,6.63,57.98,70.94
Galicia,2024,ordinary,pooled,2151,1657,1025,5.31,7.06,61.86,77.03
Galicia,2024,ordinary,specific,2151,1657,1025,5.31,7.06,61.86,77.03
Galicia,2025,extraordinary,pooled,265,204,77,3.9,6.71,37.75,76.98
Galicia,2025,extraordinary,specific,265,204,77,3.9,6.71,37.75,76.98
Galicia,2025,ordinary,pooled,2113,1646,1121,5.63,6.98,68.1,77.9
Galicia,2025,ordinary,specific,2113,1646,1121,5.63,6.98,68.1,77.9
Madrid (Comunidad de),2015,extraordinary,general,204,203,67,3.97,6.44,33,99.51
Madrid (Comunidad de),2015,extraordinary,pooled,1000,947,324,3.939,6.646,34.21,94.7
Madrid (Comunidad de),2015,extraordinary,specific,796,744,257,3.93,6.7,34.54,93.47
Madrid (Comunidad de),2015,ordinary,general,1132,1126,721,5.68,7.03,64.03,99.47
Madrid (Comunidad de),2015,ordinary,pooled,7939,7741,5210,5.851,7.211,67.3,97.51
Madrid (Comunidad de),2015,ordinary,specific,6807,6615,4489,5.88,7.24,67.86,97.18
Madrid (Comunidad de),2016,extraordinary,general,192,186,65,3.99,5.95,34.95,96.88
Madrid (Comunidad de),2016,extraordinary,pooled,1073,1028,364,4.146,6.509,35.41,95.81
Madrid (Comunidad de),2016,extraordinary,specific,881,842,299,4.18,6.63,35.51,95.57
Madrid (Comunidad de),2016,ordinary,general,1020,1016,624,5.61,7.25,61.42,99.61
Madrid (Comunidad de),2016,ordinary,pooled,8170,7976,5260,5.872,7.391,65.95,97.63
Madrid (Comunidad de),2016,ordinary,specific,7150,6960,4636,5.91,7.41,66.61,97.34
Madrid (Comunidad de),2017,extraordinary,pooled,921,875,404,4.35,6.49,46.17,95.01
Madrid (Comunidad de),2017,extraordinary,specific,921,875,404,4.35,6.49,46.17,95.01
Madrid (Comunidad de),2017,ordinary,pooled,9194,8952,6078,5.83,7.22,67.9,97.37
Madrid (Comunidad de),2017,ordinary,specific,9194,8952,6078,5.83,7.22,67.9,97.37
Madrid (Comunidad de),2018,extraordinary,pooled,1254,1189,375,3.84,6.74,31.54,94.82
Madrid (Comunidad de),2018,extraordinary,specific,1254,1189,375,3.84,6.74,31.54,94.82
Madrid (Comunidad de),2018,ordinary,pooled,9996,9660,6044,5.62,7.3,62.57,96.64
Madrid (Comunidad de),2018,ordinary,specific,9996,9660,6044,5.62,7.3,62.57,96.64
Madrid (Comunidad de),2019,extraordinary,pooled,1222,1153,550,4.62,6.76,47.7,94.35
Madrid (Comunidad de),2019,extraordinary,specific,1222,1153,550,4.62,6.76,47.7,94.35
Madrid (Comunidad de),2019,ordinary,pooled,9985,9611,5482,5.24,7.21,57.04,96.25
Madrid (Comunidad de),2019,ordinary,specific,9985,9611,5482,5.24,7.21,57.04,96.25
Madrid (Comunidad de),2020,extraordinary,pooled,601,562,195,3.9,6.92,34.7,93.51
Madrid (Comunidad de),2020,extraordinary,specific,601,562,195,3.9,6.92,34.7,93.51
Madrid (Comunidad de),2020,ordinary,pooled,1.13e+04,1.096e+04,9231,7.34,8.2,84.19,97.04
Madrid (Comunidad de),2020,ordinary,specific,1.13e+04,1.096e+04,9231,7.34,8.2,84.19,97.04
Madrid (Comunidad de),2021,extraordinary,pooled,1301,1216,405,3.63,6.87,33.31,93.47
Madrid (Comunidad de),2021,extraordinary,specific,1301,1216,405,3.63,6.87,33.31,93.47
Madrid (Comunidad de),2021,ordinary,pooled,1.13e+04,1.098e+04,8944,7.1,8.05,81.46,97.19
Madrid (Comunidad de),2021,ordinary,specific,1.13e+04,1.098e+04,8944,7.1,8.05,81.46,97.19
Madrid (Comunidad de),2022,extraordinary,pooled,1253,1171,664,5.25,7.2,56.7,93.46
Madrid (Comunidad de),2022,extraordinary,specific,1253,1171,664,5.25,7.2,56.7,93.46
Madrid (Comunidad de),2022,ordinary,pooled,1.177e+04,1.14e+04,7884,5.93,7.29,69.18,96.81
Madrid (Comunidad de),2022,ordinary,specific,1.177e+04,1.14e+04,7884,5.93,7.29,69.18,96.81
Madrid (Comunidad de),2023,extraordinary,pooled,1312,1222,438,3.86,7,35.84,93.14
Madrid (Comunidad de),2023,extraordinary,specific,1312,1222,438,3.86,7,35.84,93.14
Madrid (Comunidad de),2023,ordinary,pooled,1.211e+04,1.178e+04,9512,6.82,7.7,80.77,97.25
Madrid (Comunidad de),2023,ordinary,specific,1.211e+04,1.178e+04,9512,6.82,7.7,80.77,97.25
Madrid (Comunidad de),2024,extraordinary,pooled,1441,1366,520,4.04,6.82,38.07,94.8
Madrid (Comunidad de),2024,extraordinary,specific,1441,1366,520,4.04,6.82,38.07,94.8
Madrid (Comunidad de),2024,ordinary,pooled,1.14e+04,1.106e+04,8347,6.27,7.3,75.47,97.05
Madrid (Comunidad de),2024,ordinary,specific,1.14e+04,1.106e+04,8347,6.27,7.3,75.47,97.05
Madrid (Comunidad de),2025,extraordinary,pooled,1434,1355,466,3.85,6.88,34.39,94.49
Madrid (Comunidad de),2025,extraordinary,specific,1434,1355,466,3.85,6.88,34.39,94.49
Madrid (Comunidad de),2025,ordinary,pooled,1.175e+04,1.134e+04,7004,5.65,7.46,61.76,96.53
Madrid (Comunidad de),2025,ordinary,specific,1.175e+04,1.134e+04,7004,5.65,7.46,61.76,96.53
Murcia (Región de),2015,extraordinary,general,59,59,28,4.69,6.47,47.46,100
Murcia (Región de),2015,extraordinary,pooled,224,215,104,4.886,7.15,48.37,95.98
Murcia (Región de),2015,extraordinary,specific,165,156,76,4.96,7.4,48.72,94.55
Murcia (Región de),2015,ordinary,general,360,359,251,5.81,6.98,69.92,99.72
Murcia (Región de),2015,ordinary,pooled,1396,1375,972,5.928,7.158,70.69,98.5
Murcia (Región de),2015,ordinary,specific,1036,1016,721,5.97,7.22,70.96,98.07
Murcia (Región de),2016,extraordinary,general,58,56,16,3.33,6.01,28.57,96.55
Murcia (Región de),2016,extraordinary,pooled,220,209,65,3.418,6.53,31.1,95
Murcia (Región de),2016,extraordinary,specific,162,153,49,3.45,6.7,32.03,94.44
Murcia (Región de),2016,ordinary,general,353,353,184,5.01,6.99,52.12,100
Murcia (Región de),2016,ordinary,pooled,1322,1309,760,5.266,7.02,58.06,99.02
Murcia (Región de),2016,ordinary,specific,969,956,576,5.36,7.03,60.25,98.66
Murcia (Región de),2017,extraordinary,pooled,134,124,70,5.18,7.06,56.45,92.54
Murcia (Región de),2017,extraordinary,specific,134,124,70,5.18,7.06,56.45,92.54
Murcia (Región de),2017,ordinary,pooled,1251,1205,839,5.8,7.09,69.63,96.32
Murcia (Región de),2017,ordinary,specific,1251,1205,839,5.8,7.09,69.63,96.32
Murcia (Región de),2018,extraordinary,pooled,130,118,52,4.19,6.32,44.07,90.77
Murcia (Región de),2018,extraordinary,specific,130,118,52,4.19,6.32,44.07,90.77
Murcia (Región de),2018,ordinary,pooled,1325,1258,781,5.48,7.2,62.08,94.94
Murcia (Región de),2018,ordinary,specific,1325,1258,781,5.48,7.2,62.08,94.94
Murcia (Región de),2019,extraordinary,pooled,148,135,67,4.73,7.15,49.63,91.22
Murcia (Región de),2019,extraordinary,specific,148,135,67,4.73,7.15,49.63,91.22
Murcia (Región de),2019,ordinary,pooled,1173,1122,703,5.47,7.15,62.66,95.65
Murcia (Región de),2019,ordinary,specific,1173,1122,703,5.47,7.15,62.66,95.65
Murcia (Región de),2020,extraordinary,pooled,102,93,44,4.62,7.13,47.31,91.18
Murcia (Región de),2020,extraordinary,specific,102,93,44,4.62,7.13,47.31,91.18
Murcia (Región de),2020,ordinary,pooled,1298,1207,753,5.45,7.23,62.39,92.99
Murcia (Región de),2020,ordinary,specific,1298,1207,753,5.45,7.23,62.39,92.99
Murcia (Región de),2021,extraordinary,pooled,146,130,62,4.69,7.04,47.69,89.04
Murcia (Región de),2021,extraordinary,specific,146,130,62,4.69,7.04,47.69,89.04
Murcia (Región de),2021,ordinary,pooled,1302,1206,859,6.27,7.81,71.23,92.63
Murcia (Región de),2021,ordinary,specific,1302,1206,859,6.27,7.81,71.23,92.63
Murcia (Región de),2022,extraordinary,pooled,173,158,103,5.72,7.38,65.19,91.33
Murcia (Región de),2022,extraordinary,specific,173,158,103,5.72,7.38,65.19,91.33
Murcia (Región de),2022,ordinary,pooled,1306,1200,739,5.38,7.12,61.58,91.88
Murcia (Región de),2022,ordinary,specific,1306,1200,739,5.38,7.12,61.58,91.88
Murcia (Región de),2023,extraordinary,pooled,134,117,68,5.3,7.29,58.12,87.31
Murcia (Región de),2023,extraordinary,specific,134,117,68,5.3,7.29,58.12,87.31
Murcia (Región de),2023,ordinary,pooled,1347,1195,733,5.42,7.16,61.34,88.72
Murcia (Región de),2023,ordinary,specific,1347,1195,733,5.42,7.16,61.34,88.72
Murcia (Región de),2024,extraordinary,pooled,140,120,56,4.68,7.07,46.67,85.71
Murcia (Región de),2024,extraordinary,specific,140,120,56,4.68,7.07,46.67,85.71
Murcia (Región de),2024,ordinary,pooled,1337,1178,896,6.47,7.65,76.06,88.11
Murcia (Región de),2024,ordinary,specific,1337,1178,896,6.47,7.65,76.06,88.11
Murcia (Región de),2025,extraordinary,pooled,222,203,90,4.39,6.77,44.33,91.44
Murcia (Región de),2025,extraordinary,specific,222,203,90,4.39,6.77,44.33,91.44
Murcia (Región de),2025,ordinary,pooled,1501,1413,855,5.31,7.1,60.51,94.14
Murcia (Región de),2025,ordinary,specific,1501,1413,855,5.31,7.1,60.51,94.14
Navarra (Comunidad Foral de),2015,extraordinary,general,17,17,11,4.51,5.48,64.71,100
Navarra (Comunidad Foral de),2015,extraordinary,pooled,106,92,34,3.768,5.669,36.96,86.79
Navarra (Comunidad Foral de),2015,extraordinary,specific,89,75,23,3.6,5.76,30.67,84.27
Navarra (Comunidad Foral de),2015,ordinary,general,120,120,83,6.19,7.49,69.17,100
Navarra (Comunidad Foral de),2015,ordinary,pooled,727,636,391,5.354,6.915,61.48,87.48
Navarra (Comunidad Foral de),2015,ordinary,specific,607,516,308,5.16,6.76,59.69,85.01
Navarra (Comunidad Foral de),2016,extraordinary,general,20,19,12,5.37,6.73,63.16,95
Navarra (Comunidad Foral de),2016,extraordinary,pooled,101,81,44,4.635,6.199,54.32,80.2
Navarra (Comunidad Foral de),2016,extraordinary,specific,81,62,32,4.41,6,51.61,76.54
Navarra (Comunidad Foral de),2016,ordinary,general,167,166,99,5.4,6.95,59.64,99.4
Navarra (Comunidad Foral de),2016,ordinary,pooled,729,637,385,5.26,6.779,60.44,87.38
Navarra (Comunidad Foral de),2016,ordinary,specific,562,471,286,5.21,6.72,60.72,83.81
Navarra (Comunidad Foral de),2017,extraordinary,pooled,98,74,18,3.4,6.18,24.32,75.51
Navarra (Comunidad Foral de),2017,extraordinary,specific,98,74,18,3.4,6.18,24.32,75.51
Navarra (Comunidad Foral de),2017,ordinary,pooled,807,646,337,4.73,6.71,52.17,80.05
Navarra (Comunidad Foral de),2017,ordinary,specific,807,646,337,4.73,6.71,52.17,80.05
Navarra (Comunidad Foral de),2018,extraordinary,pooled,65,33,12,3.63,5.81,36.36,50.77
Navarra (Comunidad Foral de),2018,extraordinary,specific,65,33,12,3.63,5.81,36.36,50.77
Navarra (Comunidad Foral de),2018,ordinary,pooled,843,611,364,5.38,7.12,59.57,72.48
Navarra (Comunidad Foral de),2018,ordinary,specific,843,611,364,5.38,7.12,59.57,72.48
Navarra (Comunidad Foral de),2019,extraordinary,pooled,69,46,25,4.66,6.13,54.35,66.67
Navarra (Comunidad Foral de),2019,extraordinary,specific,69,46,25,4.66,6.13,54.35,66.67
Navarra (Comunidad Foral de),2019,ordinary,pooled,852,623,383,5.35,6.96,61.48,73.12
Navarra (Comunidad Foral de),2019,ordinary,specific,852,623,383,5.35,6.96,61.48,73.12
Navarra (Comunidad Foral de),2020,extraordinary,pooled,50,40,14,3.55,6.42,35,80
Navarra (Comunidad Foral de),2020,extraordinary,specific,50,40,14,3.55,6.42,35,80
Navarra (Comunidad Foral de),2020,ordinary,pooled,920,742,523,6.11,7.48,70.49,80.65
Navarra (Comunidad Foral de),2020,ordinary,specific,920,742,523,6.11,7.48,70.49,80.65
Navarra (Comunidad Foral de),2021,extraordinary,pooled,79,62,29,4.85,6.72,46.77,78.48
Navarra (Comunidad Foral de),2021,extraordinary,specific,79,62,29,4.85,6.72,46.77,78.48
Navarra (Comunidad Foral de),2021,ordinary,pooled,1022,855,697,6.88,7.73,81.52,83.66
Navarra (Comunidad Foral de),2021,ordinary,specific,1022,855,697,6.88,7.73,81.52,83.66
Navarra (Comunidad Foral de),2022,extraordinary,pooled,70,44,19,4.4,7.09,43.18,62.86
Navarra (Comunidad Foral de),2022,extraordinary,specific,70,44,19,4.4,7.09,43.18,62.86
Navarra (Comunidad Foral de),2022,ordinary,pooled,956,778,543,6.09,7.37,69.79,81.38
Navarra (Comunidad Foral de),2022,ordinary,specific,956,778,543,6.09,7.37,69.79,81.38
Navarra (Comunidad Foral de),2023,extraordinary,pooled,70,56,15,3.48,6.21,26.79,80
Navarra (Comunidad Foral de),2023,extraordinary,specific,70,56,15,3.48,6.21,26.79,80
Navarra (Comunidad Foral de),2023,ordinary,pooled,1012,832,613,6.13,7.27,73.68,82.21
Navarra (Comunidad Foral de),2023,ordinary,specific,1012,832,613,6.13,7.27,73.68,82.21
Navarra (Comunidad Foral de),2024,extraordinary,pooled,68,57,21,3.67,5.82,36.84,83.82
Navarra (Comunidad Foral de),2024,extraordinary,specific,68,57,21,3.67,5.82,36.84,83.82
Navarra (Comunidad Foral de),2024,ordinary,pooled,961,767,603,6.8,7.86,78.62,79.81
Navarra (Comunidad Foral de),2024,ordinary,specific,961,767,603,6.8,7.86,78.62,79.81
Navarra (Comunidad Foral de),2025,extraordinary,pooled,74,67,24,3.71,6.33,35.82,90.54
Navarra (Comunidad Foral de),2025,extraordinary,specific,74,67,24,3.71,6.33,35.82,90.54
Navarra (Comunidad Foral de),2025,ordinary,pooled,921,773,471,5.36,7.1,60.93,83.93
Navarra (Comunidad Foral de),2025,ordinary,specific,921,773,471,5.36,7.1,60.93,83.93
País Vasco,2015,extraordinary,general,92,87,20,3.29,6.49,22.99,94.57
País Vasco,2015,extraordinary,pooled,312,239,71,3.64,6.497,29.71,76.6
País Vasco,2015,extraordinary,specific,220,152,51,3.84,6.5,33.55,69.09
País Vasco,2015,ordinary,general,732,732,422,5.26,6.98,57.65,100
País Vasco,2015,ordinary,pooled,2488,2196,1353,5.44,7.056,61.61,88.26
País Vasco,2015,ordinary,specific,1756,1464,931,5.53,7.09,63.59,83.37
País Vasco,2016,extraordinary,general,59,55,13,2.87,6.5,23.64,93.22
País Vasco,2016,extraordinary,pooled,228,171,44,3.012,6.098,25.73,75
País Vasco,2016,extraordinary,specific,169,116,31,3.08,5.93,26.72,68.64
País Vasco,2016,ordinary,general,734,733,528,6.1,7.28,72.03,99.86
País Vasco,2016,ordinary,pooled,2376,2102,1518,6.139,7.417,72.22,88.47
País Vasco,2016,ordinary,specific,1642,1369,990,6.16,7.49,72.32,83.37
País Vasco,2017,extraordinary,pooled,233,123,49,3.93,6.25,39.84,52.79
País Vasco,2017,extraordinary,specific,233,123,49,3.93,6.25,39.84,52.79
País Vasco,2017,ordinary,pooled,2461,1789,1199,5.89,7.4,67.02,72.69
País Vasco,2017,ordinary,specific,2461,1789,1199,5.89,7.4,67.02,72.69
País Vasco,2018,extraordinary,pooled,243,105,28,3.35,6.44,26.67,43.21
País Vasco,2018,extraordinary,specific,243,105,28,3.35,6.44,26.67,43.21
País Vasco,2018,ordinary,pooled,2603,1749,1236,6.16,7.58,70.67,67.19
País Vasco,2018,ordinary,specific,2603,1749,1236,6.16,7.58,70.67,67.19
País Vasco,2019,extraordinary,pooled,213,82,16,2.38,6.2,19.51,38.5
País Vasco,2019,extraordinary,specific,213,82,16,2.38,6.2,19.51,38.5
País Vasco,2019,ordinary,pooled,2550,1665,1103,5.87,7.43,66.25,65.29
País Vasco,2019,ordinary,specific,2550,1665,1103,5.87,7.43,66.25,65.29
País Vasco,2020,extraordinary,pooled,101,45,23,4.67,6.77,51.11,44.55
País Vasco,2020,extraordinary,specific,101,45,23,4.67,6.77,51.11,44.55
País Vasco,2020,ordinary,pooled,2564,1638,1231,6.44,7.65,75.15,63.88
País Vasco,2020,ordinary,specific,2564,1638,1231,6.44,7.65,75.15,63.88
País Vasco,2021,extraordinary,pooled,113,80,39,4.66,6.78,48.75,70.8
País Vasco,2021,extraordinary,specific,113,80,39,4.66,6.78,48.75,70.8
País Vasco,2021,ordinary,pooled,2371,1774,1586,7.68,8.24,89.4,74.82
País Vasco,2021,ordinary,specific,2371,1774,1586,7.68,8.24,89.4,74.82
País Vasco,2022,extraordinary,pooled,142,105,57,4.88,6.71,54.29,73.94
País Vasco,2022,extraordinary,specific,142,105,57,4.88,6.71,54.29,73.94
País Vasco,2022,ordinary,pooled,2334,1742,1208,6.06,7.52,69.35,74.64
País Vasco,2022,ordinary,specific,2334,1742,1208,6.06,7.52,69.35,74.64
País Vasco,2023,extraordinary,pooled,115,81,31,4.06,6.84,38.27,70.43
País Vasco,2023,extraordinary,specific,115,81,31,4.06,6.84,38.27,70.43
País Vasco,2023,ordinary,pooled,2429,1830,1294,6.3,7.73,70.71,75.34
País Vasco,2023,ordinary,specific,2429,1830,1294,6.3,7.73,70.71,75.34
País Vasco,2024,extraordinary,pooled,148,116,51,4.11,6.65,43.97,78.38
País Vasco,2024,extraordinary,specific,148,116,51,4.11,6.65,43.97,78.38
País Vasco,2024,ordinary,pooled,2341,1788,1305,6.09,7.27,72.99,76.38
País Vasco,2024,ordinary,specific,2341,1788,1305,6.09,7.27,72.99,76.38
País Vasco,2025,extraordinary,pooled,135,100,20,3.21,6.6,20,74.07
País Vasco,2025,extraordinary,specific,135,100,20,3.21,6.6,20,74.07
País Vasco,2025,ordinary,pooled,2597,2189,1364,5.47,7,62.31,84.29
País Vasco,2025,ordinary,specific,2597,2189,1364,5.47,7,62.31,84.29
Rioja (La),2015,extraordinary,general,11,11,5,4.2,6.5,45.45,100
Rioja (La),2015,extraordinary,pooled,33,31,11,4.058,6.32,35.48,93.94
Rioja (La),2015,extraordinary,specific,22,20,6,3.98,6.17,30,90.91
Rioja (La),2015,ordinary,general,50,50,34,5.86,7.29,68,100
Rioja (La),2015,ordinary,pooled,195,192,129,5.786,7.143,67.19,98.46
Rioja (La),2015,ordinary,specific,145,142,95,5.76,7.09,66.9,97.93
Rioja (La),2016,extraordinary,general,13,13,8,4.9,6.23,61.54,100
Rioja (La),2016,extraordinary,pooled,41,36,19,4.676,6.189,52.78,87.8
Rioja (La),2016,extraordinary,specific,28,23,11,4.55,6.16,47.83,82.14
Rioja (La),2016,ordinary,general,59,59,48,6.66,7.29,81.36,100
Rioja (La),2016,ordinary,pooled,220,214,159,6.102,7.122,74.3,97.27
Rioja (La),2016,ordinary,specific,161,155,111,5.89,7.05,71.61,96.27
Rioja (La),2017,extraordinary,pooled,35,33,14,4.48,6.76,42.42,94.29
Rioja (La),2017,extraordinary,specific,35,33,14,4.48,6.76,42.42,94.29
Rioja (La),2017,ordinary,pooled,256,249,188,6.33,7.4,75.5,97.27
Rioja (La),2017,ordinary,specific,256,249,188,6.33,7.4,75.5,97.27
Rioja (La),2018,extraordinary,pooled,41,34,8,3.59,6.19,23.53,82.93
Rioja (La),2018,extraordinary,specific,41,34,8,3.59,6.19,23.53,82.93
Rioja (La),2018,ordinary,pooled,315,281,223,6.61,7.56,79.36,89.21
Rioja (La),2018,ordinary,specific,315,281,223,6.61,7.56,79.36,89.21
Rioja (La),2019,extraordinary,pooled,45,43,27,5.08,6.43,62.79,95.56
Rioja (La),2019,extraordinary,specific,45,43,27,5.08,6.43,62.79,95.56
Rioja (La),2019,ordinary,pooled,304,270,202,6.15,7.23,74.81,88.82
Rioja (La),2019,ordinary,specific,304,270,202,6.15,7.23,74.81,88.82
Rioja (La),2020,extraordinary,pooled,14,7,4,5.3,7.69,57.14,50
Rioja (La),2020,extraordinary,specific,14,7,4,5.3,7.69,57.14,50
Rioja (La),2020,ordinary,pooled,351,324,259,6.97,7.99,79.94,92.31
Rioja (La),2020,ordinary,specific,351,324,259,6.97,7.99,79.94,92.31
Rioja (La),2021,extraordinary,pooled,41,35,27,6.28,7.22,77.14,85.37
Rioja (La),2021,extraordinary,specific,41,35,27,6.28,7.22,77.14,85.37
Rioja (La),2021,ordinary,pooled,380,360,340,8.31,8.62,94.44,94.74
Rioja (La),2021,ordinary,specific,380,360,340,8.31,8.62,94.44,94.74
Rioja (La),2022,extraordinary,pooled,54,45,21,5.06,7.2,46.67,83.33
Rioja (La),2022,extraordinary,specific,54,45,21,5.06,7.2,46.67,83.33
Rioja (La),2022,ordinary,pooled,435,413,354,7.43,8.14,85.71,94.94
Rioja (La),2022,ordinary,specific,435,413,354,7.43,8.14,85.71,94.94
Rioja (La),2023,extraordinary,pooled,44,41,23,5.38,7.26,56.1,93.18
Rioja (La),2023,extraordinary,specific,44,41,23,5.38,7.26,56.1,93.18
Rioja (La),2023,ordinary,pooled,445,421,379,7.85,8.35,90.02,94.61
Rioja (La),2023,ordinary,specific,445,421,379,7.85,8.35,90.02,94.61
Rioja (La),2024,extraordinary,pooled,43,42,22,5.18,7.53,52.38,97.67
Rioja (La),2024,extraordinary,specific,43,42,22,5.18,7.53,52.38,97.67
Rioja (La),2024,ordinary,pooled,328,314,285,7.66,8.11,90.76,95.73
