ccaa,year,sitting,phase,enrolled,presented,passed,mean,mean_passed,pass_pct,presentation_pct
Rioja (La),2024,ordinary,specific,328,314,285,7.66,8.11,90.76,95.73
Rioja (La),2025,extraordinary,pooled,49,42,23,4.93,6.86,54.76,85.71
Rioja (La),2025,extraordinary,specific,49,42,23,4.93,6.86,54.76,85.71
Rioja (La),2025,ordinary,pooled,382,355,269,6.39,7.44,75.77,92.93
Rioja (La),2025,ordinary,specific,382,355,269,6.39,7.44,75.77,92.93
Total,2015,extraordinary,general,1160,1135,408,4,6.4,35.95,97.84
Total,2015,extraordinary,pooled,5594,4995,1753,3.892,6.53,35.1,89.29
Total,2015,extraordinary,specific,4434,3860,1345,3.86,6.57,34.84,87.05
Total,2015,ordinary,general,6847,6822,4533,5.81,7.14,66.45,99.63
Total,2015,ordinary,pooled,4.04e+04,3.817e+04,2.577e+04,5.826,7.222,67.5,94.49
Total,2015,ordinary,specific,3.355e+04,3.135e+04,2.124e+04,5.83,7.24,67.73,93.44
Total,2016,extraordinary,general,1052,1015,315,3.71,6.41,31.03,96.48
Total,2016,extraordinary,pooled,5605,4997,1669,3.758,6.556,33.4,89.15
Total,2016,extraordinary,specific,4553,3982,1354,3.77,6.59,34,87.46
Total,2016,ordinary,general,6750,6726,4378,5.71,7.14,65.09,99.64
Total,2016,ordinary,pooled,4.082e+04,3.863e+04,2.52e+04,5.677,7.165,65.23,94.64
Total,2016,ordinary,specific,3.406e+04,3.19e+04,2.082e+04,5.67,7.17,65.26,93.65
Total,2017,extraordinary,general,27,23,7,3.84,6.96,30.43,85.19
Total,2017,extraordinary,pooled,5134,4371,1736,4.059,6.582,39.72,85.14
Total,2017,extraordinary,specific,5107,4348,1729,4.06,6.58,39.77,85.14
Total,2017,ordinary,general,81,71,51,5.98,7.06,71.83,87.65
Total,2017,ordinary,pooled,4.241e+04,3.908e+04,2.614e+04,5.76,7.21,66.9,92.14
Total,2017,ordinary,specific,4.233e+04,3.9e+04,2.609e+04,5.76,7.21,66.89,92.15
Total,2018,extraordinary,general,12,12,6,4.97,7.98,50,100
Total,2018,extraordinary,pooled,5395,4557,1642,3.923,6.635,36.03,84.47
Total,2018,extraordinary,specific,5383,4545,1636,3.92,6.63,36,84.43
Total,2018,ordinary,general,66,66,46,5.97,7.24,69.7,100
Total,2018,ordinary,pooled,4.518e+04,4.14e+04,2.717e+04,5.76,7.32,65.63,91.63
Total,2018,ordinary,specific,4.512e+04,4.134e+04,2.712e+04,5.76,7.32,65.62,91.62
Total,2019,extraordinary,general,7,7,5,4.7,5.82,71.43,100
Total,2019,extraordinary,pooled,5533,4625,1789,3.971,6.638,38.68,83.59
Total,2019,extraordinary,specific,5526,4618,1784,3.97,6.64,38.63,83.57
Total,2019,ordinary,general,67,67,33,4.49,6.96,49.25,100
Total,2019,ordinary,pooled,4.447e+04,4.066e+04,2.59e+04,5.598,7.26,63.69,91.42
Total,2019,ordinary,specific,4.441e+04,4.059e+04,2.586e+04,5.6,7.26,63.71,91.41
Total,2020,extraordinary,general,11,11,7,5.74,7.86,63.64,100
Total,2020,extraordinary,pooled,3101,2597,1176,4.465,7.085,45.28,83.75
Total,2020,extraordinary,specific,3090,2586,1169,4.46,7.08,45.2,83.69
Total,2020,ordinary,general,94,94,63,6.09,7.67,67.02,100
Total,2020,ordinary,pooled,4.885e+04,4.463e+04,3.246e+04,6.369,7.78,72.74,91.36
Total,2020,ordinary,specific,4.875e+04,4.453e+04,3.24e+04,6.37,7.78,72.75,91.34
Total,2021,extraordinary,general,9,9,7,7.09,7.87,77.78,100
Total,2021,extraordinary,pooled,5277,4474,1791,4.106,6.894,40.03,84.78
Total,2021,extraordinary,specific,5268,4465,1784,4.1,6.89,39.96,84.76
Total,2021,ordinary,general,69,69,29,4.62,7.26,42.03,100
Total,2021,ordinary,pooled,5.062e+04,4.716e+04,3.654e+04,6.637,7.75,77.49,93.16
Total,2021,ordinary,specific,5.055e+04,4.709e+04,3.651e+04,6.64,7.75,77.54,93.15
Total,2022,extraordinary,general,14,14,6,4.64,7.59,42.86,100
Total,2022,extraordinary,pooled,5708,4883,2341,4.64,6.992,47.94,85.55
Total,2022,extraordinary,specific,5694,4869,2335,4.64,6.99,47.96,85.51
Total,2022,ordinary,general,72,72,40,5.63,8.02,55.56,100
Total,2022,ordinary,pooled,5.21e+04,4.832e+04,3.428e+04,6.109,7.451,70.94,92.75
Total,2022,ordinary,specific,5.203e+04,4.825e+04,3.424e+04,6.11,7.45,70.96,92.74
Total,2023,extraordinary,general,5,5,2,4.68,8.98,40,100
Total,2023,extraordinary,pooled,6249,5340,2425,4.43,6.902,45.41,85.45
Total,2023,extraordinary,specific,6244,5335,2423,4.43,6.9,45.42,85.44
Total,2023,ordinary,general,59,59,36,5.33,7.23,61.02,100
Total,2023,ordinary,pooled,5.417e+04,5.034e+04,3.638e+04,6.179,7.45,72.27,92.93
Total,2023,ordinary,specific,5.411e+04,5.028e+04,3.634e+04,6.18,7.45,72.28,92.92
Total,2024,extraordinary,general,8,8,4,5.53,8.3,50,100
Total,2024,extraordinary,pooled,6445,5600,2163,4.052,6.713,38.62,86.89
Total,2024,extraordinary,specific,6437,5592,2159,4.05,6.71,38.61,86.87
Total,2024,ordinary,general,66,66,50,6.29,7.38,75.76,100
Total,2024,ordinary,pooled,5.397e+04,5.006e+04,3.628e+04,6.15,7.41,72.47,92.76
Total,2024,ordinary,specific,5.39e+04,5e+04,3.623e+04,6.15,7.41,72.46,92.76
Total,2025,extraordinary,general,5,5,4,4.94,6.18,80,100
Total,2025,extraordinary,pooled,6853,5925,2135,3.871,6.659,36.03,86.46
Total,2025,extraordinary,specific,6848,5920,2131,3.87,6.66,36,86.45
Total,2025,ordinary,general,48,48,36,6.28,7.81,75,100
Total,2025,ordinary,pooled,5.517e+04,5.136e+04,3.307e+04,5.651,7.261,64.39,93.1
Total,2025,ordinary,specific,5.512e+04,5.132e+04,3.304e+04,5.65,7.26,64.38,93.09
